,Unnamed: 0,CID,Activity_Outcome,Activity_Score,Ratio_Potency_(uM),MW,Polar_Area,Complexity,Heavy_Count,HBondDonor,HBondAcc,RotBonds,IsoSMILES
3002,3002,23680530,Active,60,0.106822,496.5,141.0,988.0,35,2,8,7,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O.[Na+]
3014,3014,6054,Active,47,21.3138,122.16,20.2,65.0,9,1,1,2,C1=CC=C(C=C1)CCO
3035,3035,63049,Active,62,0.0425266,504.6,107.0,1050.0,36,1,8,8,CCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC
3067,3067,5284587,Active,59,0.00495824,372.5,91.7,795.0,27,2,5,2,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C
3187,3187,5743,Active,55,1.9285400000000001,392.5,94.8,805.0,28,3,6,2,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
3215,3215,115157,Active,48,8.56813,428.5,107.0,483.0,30,0,9,22,CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C
3285,3285,10474,Active,49,51.9057,199.0,47.6,10.0,6,0,4,0,[C-]#N.[C-]#N.[K+].[Ag+]
3306,3306,26633,Active,47,4.85531,361.9,72.7,73.0,17,0,4,4,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Zn+2]
3521,3521,197873,Active,58,3.60216,245.71,64.9,232.0,17,3,3,0,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.Cl
3543,3543,25015,Active,67,0.00325022,270.4,37.3,566.0,20,1,2,0,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
3668,3668,6013,Active,88,0.0014244000000000001,288.4,37.3,508.0,21,1,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
3680,3680,2336,Active,54,5.60115,252.3,0.0,372.0,20,0,0,0,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3
3796,3796,73773,Active,48,54.7864,415.5,36.0,590.0,31,0,5,5,CN(C)C1=CC=C(C=C1)C2(C3=C(C=C(C=C3)N(C)C)C(=O)O2)C4=CC=C(C=C4)N(C)C
3818,3818,13428,Active,45,50.7076,260.899,45.8,209.0,13,0,2,0,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)[N+](=O)[O-]
3971,3971,19996,Active,50,4.38495,214.21,61.8,210.0,15,0,5,10,C=CC(=O)OCCOCCOC(=O)C=C
4021,4021,637930,Active,46,51.2636,78.07,47.6,119.0,6,0,2,0,C(=C/C#N)\\C#N
4028,4028,62770,Active,69,0.28353,564.0,186.0,960.0,39,6,11,4,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl
4051,4051,6389,Active,47,30.8125,137.36,0.0,28.4,5,0,1,0,C(F)(Cl)(Cl)Cl
4068,4068,53665,Active,47,9.327910000000001,217.43,46.5,223.0,11,1,3,1,C1(C(=C(C(=O)O1)Cl)C(Cl)Cl)O
4069,4069,68289,Active,56,0.577411,138.12,38.7,126.0,10,1,3,0,C1OC2=C(O1)C=C(C=C2)O
4108,4108,68570,Active,50,1.07551,272.4,40.5,382.0,20,2,2,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O
4175,4175,25644,Active,47,7.85757,226.27,52.6,219.0,16,0,4,11,C=CC(=O)OCCCCCCOC(=O)C=C
4189,4189,6537,Active,50,4.96933,434.6,44.8,345.0,29,0,4,21,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
4199,4199,8846,Active,49,20.8227,128.16899999999998,26.3,97.1,9,0,2,5,CCCCOC(=O)C=C
4208,4208,7592,Active,51,6.6025100000000005,177.2,46.2,195.0,13,1,2,3,CC(=O)CC(=O)NC1=CC=CC=C1
4229,4229,7946,Active,53,2.61964,132.16,35.5,90.3,9,0,3,4,CC(COC)OC(=O)C
4376,4376,4420,Active,46,14.4674,380.78,44.8,206.0,13,0,4,5,COP(=O)(OC)OC(C(Cl)(Cl)Br)Br
4433,4433,9128,Active,47,51.5252,252.3,0.0,336.0,20,0,0,0,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4
4504,4504,40000,Active,69,0.55611,430.5,93.1,862.0,31,2,6,4,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C
4645,4645,19042,Active,49,1.83312,298.29,99.1,365.0,21,1,7,13,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
4719,4719,8749,Active,48,3.3694,150.18,32.7,128.0,11,0,3,1,CN(C)C1=CC=C(C=C1)N=O
4753,4753,27423,Active,50,4.3089900000000005,296.31,78.9,364.0,21,0,6,13,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
4761,4761,26041,Active,51,0.850484,317.7,52.9,183.0,17,0,4,2,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2]
4897,4897,9153,Active,47,28.5119,252.3,0.0,372.0,20,0,0,0,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1
4923,4923,7031,Active,49,1.47177,268.35,23.6,281.0,20,0,3,4,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C
4939,4939,980,Active,80,0.001,139.11,66.0,123.0,10,1,3,0,C1=CC(=CC=C1[N+](=O)[O-])O
4994,4994,28803,Active,49,7.22421,302.32,80.3,284.0,21,0,7,16,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
5040,5040,16682804,Active,53,24.5382,409.1,26.3,332.0,23,0,2,5,CC(=O)O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
5112,5112,12038941,Active,45,47.2611,235.07,3.9,55.4,9,0,1,1,CC[N+]1=CC=CC=C1.[I-]
5144,5144,9117,Active,50,2.18597,276.3,0.0,411.0,22,0,0,0,C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2
5198,5198,13530,Active,51,3.92763,161.41,17.1,70.6,7,0,1,2,C(C(=O)C(Cl)Cl)Cl
5297,5297,95717,Active,47,21.316999999999997,270.3,17.1,441.0,21,0,1,0,C1CC2=C(C=C3C=CC4=C5C3=C2C=CC5=CC=C4)C(=O)C1
5317,5317,44368,Active,57,3.41455,266.3,0.0,399.0,21,0,0,0,CC1=C2C=C3C=CC4=C5C3=C(C2=CC=C1)C=CC5=CC=C4
5337,5337,82703,Active,49,4.25786,240.68,17.1,267.0,17,0,1,1,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Cl)C=O
5382,5382,19658,Active,47,24.2922,149.15,58.4,162.0,9,0,2,0,C1=CC(=S)N(C=C1)[O-].[Na+]
5409,5409,18173271,Active,50,21.0963,539.1,71.3,750.0,38,2,6,7,CC1=NC(=NO1)C2=CC3=C(CCN(CC3)CCC4CCC(CC4)NC(=O)/C=C/C5=CC=C(C=C5)F)C=C2.Cl
5414,5414,11472813,Active,47,3.8895199999999996,325.21,70.1,452.0,22,1,9,4,C1=CC(=C(C=C1N(CC(=O)N)CC(F)(F)F)C(F)(F)F)C#N
5426,5426,9909677,Active,51,4.712269999999999,413.5,96.0,545.0,29,2,6,9,CCN(CC)CCNC1=C2C(=C(C=C1)CNC=O)SC3=C(C2=O)C=C(C=C3)OC
5437,5437,9872438,Active,46,12.1364,556.6,126.0,1200.0,39,0,9,9,CC(C)C1=C2C(=CC(=C1)OC)S(=O)(=O)N(C2=O)COC3=CC(=O)N4C=CC=C(C4=N3)OCCN5CCCCC5
5485,5485,5991,Active,47,4.53485,296.4,40.5,505.0,22,2,2,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
5529,5529,11477651,Active,51,50.3626,505.9,83.8,521.0,29,2,5,6,CCCOC1=C(C(=C(S1)C(=O)N2CCC(CC2)C3=C(C=CC(=C3)CN)F)C)Br.Cl
5553,5553,11057,Active,47,29.1673,408.0,9.5,542.0,29,0,3,4,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]
5584,5584,65067,Active,46,41.9981,248.4,84.7,197.0,15,0,3,2,C1=CSC(=C1)C2=CC=C(S2)C3=CC=CS3
5600,5600,7626,Active,49,30.8956,149.15,45.8,154.0,11,0,2,1,C1=CC=C(C=C1)C=C[N+](=O)[O-]
5649,5649,6327657,Active,58,21.8724,368.0,1.0,207.0,20,1,1,3,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O
5763,5763,70613,Active,47,18.4033,198.22,52.6,196.0,14,0,4,9,C=CC(=O)OCCCCOC(=O)C=C
5856,5856,30692,Active,46,28.613000000000003,238.4,116.0,238.0,14,0,5,3,C1=CC=C2C(=C1)N=C(S2)SCSC#N
5947,5947,8010,Active,46,21.8724,66.06,47.6,82.6,5,0,2,0,C(C#N)C#N
6012,6012,66573,Active,45,54.941,240.26,50.8,328.0,18,0,2,1,CCN1C2=C(C=C(C=C2)[N+](=O)[O-])C3=CC=CC=C31
6022,6022,4128060,Active,47,18.0536,300.35,71.1,352.0,21,0,6,13,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C
6123,6123,17701,Active,49,7.760619999999999,285.8,0.0,51.3,8,0,0,3,CC[Sn](CC)(CC)Br
6161,6161,18980,Active,47,19.4938,145.16,62.2,219.0,11,2,1,0,C1=CC=C2C(=C1)C(=NC2=N)N
6379,6379,108956,Active,48,0.609064,524.5,161.0,789.0,37,1,12,25,C=CC(=O)OCC(CO)(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)COC(=O)C=C
6386,6386,170286,Active,49,2.06489,423.4,140.0,638.0,30,0,9,15,C=CC(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)C=C)CCOC(=O)C=C
6507,6507,23665583,Active,47,9.77004,307.07,66.4,309.0,17,0,4,4,COC1=CC=C(C=C1)C(=O)/C(=C\\C(=O)[O-])/Br.[Na+]
6604,6604,16683023,Active,49,15.4845,366.77,46.5,166.0,13,1,3,4,CC(C(=O)O[Hg]C1=CC=CC=C1)O
6656,6656,69484,Active,45,43.6412,164.59,43.4,133.0,10,0,3,5,CCOC(=O)CC(=O)CCl
6836,6836,16533,Active,63,0.00640565,476.6,101.0,957.0,34,2,7,7,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO
6963,6963,65478,Active,66,0.00141027,516.4,147.0,962.0,34,2,9,3,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+]
6976,6976,16682953,Active,53,32.1043,500.0,26.3,332.0,23,0,2,5,CC(=O)O[Pb](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
7198,7198,6,Active,47,19.4962,202.55,91.6,224.0,13,0,4,0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl
7343,7343,16051930,Active,55,0.00245412,312.4,37.3,609.0,23,1,2,2,CC[C@]12CC[C@H]3[C@H]([C@@H]1CCC2(C#C)O)CCC4=CC(=O)CC[C@H]34
7386,7386,171660,Active,48,17.9904,195.22,62.2,321.0,15,2,1,0,C1=CC=C2C=C3C(=CC2=C1)C(=NC3=N)N
7409,7409,29393,Active,49,2.7575,346.36,163.0,493.0,23,1,8,6,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-]
